gameid,venue,gameType,season,period_count,period_type,home_id,home_goals,home_sog,home_faceoffWinningPctg,home_powerPlayConversion,home_pim,home_hits,home_blocks,away_id,away_goals,away_sog,away_faceoffWinningPctg,away_powerPlayConversion,away_pim,away_hits,away_blocks
2023020959,Bridgestone Arena,2,20232024,3,REG,18,5,35,0.531915,2/3,4,20,13,21,1,26,0.468085,0/1,8,19,21
2023020960,KeyBank Center,2,20232024,3,REG,7,7,35,0.459016,1/1,9,29,10,54,2,24,0.540984,1/2,7,37,27
2023020961,Little Caesars Arena,2,20232024,3,REG,17,0,21,0.480769,0/5,40,25,22,13,4,37,0.519231,2/5,30,40,14
2023020962,Wells Fargo Center,2,20232024,3,REG,4,4,40,0.425926,0/4,12,27,28,9,2,26,0.574074,0/5,10,25,13
2023020963,Amalie Arena,2,20232024,5,SO,14,4,29,0.508772,0/2,9,25,16,8,3,31,0.491228,0/2,9,24,13
2023020964,Scotiabank Arena,2,20232024,5,SO,10,4,34,0.581081,0/3,11,35,11,3,3,35,0.418919,0/3,13,45,13
2023020965,United Center,2,20232024,3,REG,16,2,28,0.530612,0/3,4,21,21,29,5,31,0.469388,0/2,6,13,14
2023020966,American Airlines Center,2,20232024,5,SO,25,3,38,0.671875,1/4,6,21,17,28,2,23,0.328125,0/2,10,37,22
2023020967,Enterprise Center,2,20232024,3,REG,19,3,27,0.428571,1/7,4,21,22,30,1,22,0.571429,0/2,14,24,13
2023020968,Scotiabank Saddledome,2,20232024,3,REG,20,4,20,0.385965,1/5,10,35,12,5,3,30,0.614035,1/5,10,18,21
2023020969,Capital One Arena,2,20232024,3,REG,15,2,26,0.457627,2/7,22,23,24,53,5,28,0.542373,2/6,14,18,11
2023020970,Crypto.com Arena,2,20232024,3,REG,26,5,23,0.52381,1/3,4,15,20,1,1,31,0.47619,0/2,6,25,13
2023020971,KeyBank Center,2,20232024,3,REG,7,2,19,0.491803,1/2,4,22,22,52,5,35,0.508197,0/2,4,23,19
2023020972,Xcel Energy Center,2,20232024,3,REG,30,4,32,0.557692,1/4,4,17,12,28,3,15,0.442308,1/2,8,31,13
2023020973,Honda Center,2,20232024,3,REG,24,1,18,0.372093,0/1,4,27,20,23,2,31,0.627907,0/2,2,17,15
2023020974,Rogers Place,2,20232024,3,REG,22,6,37,0.574074,0/3,4,29,10,5,1,23,0.425926,0/2,6,29,17
2023020975,Nationwide Arena,2,20232024,3,REG,29,6,33,0.451613,0/2,2,25,16,54,3,39,0.548387,0/1,4,14,16
2023020976,Madison Square Garden,2,20232024,3,REG,3,2,28,0.457627,2/4,6,30,16,13,4,30,0.542373,1/3,8,22,16
2023020977,Wells Fargo Center,2,20232024,5,SO,4,1,42,0.509091,0/2,6,14,29,19,2,25,0.490909,0/3,4,16,14
2023020978,Scotiabank Arena,2,20232024,3,REG,10,1,33,0.530612,0/4,4,46,13,6,4,27,0.469388,1/2,8,43,10
2023020979,Ball Arena,2,20232024,3,REG,21,5,37,0.522388,1/2,8,20,16,16,0,37,0.477612,0/4,4,21,11
2023020980,Scotiabank Saddledome,2,20232024,3,REG,20,2,37,0.527778,1/4,32,20,21,55,4,30,0.472222,0/4,23,22,24
2023020981,TD Garden,2,20232024,4,OT,6,1,25,0.425532,0/2,4,27,27,22,2,26,0.574468,0/2,4,29,11
2023020982,Prudential Center,2,20232024,3,REG,1,3,24,0.521739,1/3,4,21,13,13,5,31,0.478261,1/2,6,14,19
2023020983,PPG Paints Arena,2,20232024,3,REG,5,5,31,0.567164,2/3,2,18,20,29,3,35,0.432836,0/1,6,18,25
2023020984,UBS Arena,2,20232024,3,REG,2,4,33,0.682927,0/0,2,20,13,19,2,21,0.317073,0/1,0,16,17
2023020985,Bridgestone Arena,2,20232024,4,OT,18,3,28,0.538462,0/2,9,16,18,8,4,30,0.461538,0/2,9,21,15
2023020986,Canada Life Centre,2,20232024,3,REG,52,3,33,0.553191,0/2,2,21,12,55,4,24,0.446809,1/1,4,33,20
2023020987,Mullett Arena,2,20232024,3,REG,53,2,39,0.491803,0/2,10,30,18,16,5,32,0.508197,4/5,4,26,14
2023020988,Crypto.com Arena,2,20232024,4,OT,26,1,24,0.355932,0/1,4,27,19,23,2,31,0.644068,0/2,2,31,12
2023020989,SAP Center at San Jose,2,20232024,4,OT,28,6,20,0.486486,2/4,6,23,18,25,7,40,0.513514,2/3,8,11,14
2023020990,Scotiabank Arena,2,20232024,4,OT,10,2,27,0.607843,0/1,4,38,17,7,1,25,0.392157,0/2,2,34,8
2023020991,Ball Arena,2,20232024,3,REG,21,7,54,0.528571,2/6,10,11,11,17,2,29,0.471429,1/2,18,27,22
2023020992,Honda Center,2,20232024,3,REG,24,2,16,0.4,0/3,8,36,19,9,1,30,0.6,0/3,10,15,14
2023020993,TD Garden,2,20232024,3,REG,6,4,25,0.396552,2/5,24,45,15,10,1,29,0.603448,1/4,26,43,12
2023020994,PNC Arena,2,20232024,3,REG,12,4,39,0.6,0/4,12,13,10,8,1,25,0.4,0/5,10,15,24
2023020995,Nationwide Arena,2,20232024,3,REG,29,4,34,0.45283,0/1,13,22,11,22,2,31,0.54717,1/3,9,19,15
2023020996,Amerant Bank Arena,2,20232024,3,REG,13,1,30,0.54717,0/1,4,39,18,4,2,26,0.45283,0/1,4,38,29
2023020997,Prudential Center,2,20232024,3,REG,1,4,33,0.47541,1/2,6,12,17,19,1,24,0.52459,0/3,4,9,15
2023020998,PPG Paints Arena,2,20232024,3,REG,5,0,39,0.483871,0/4,15,23,13,15,6,29,0.516129,1/5,13,13,20
2023020999,Amalie Arena,2,20232024,3,REG,14,3,22,0.698113,0/3,10,32,9,20,6,24,0.301887,0/3,10,29,21
2023021000,Bridgestone Arena,2,20232024,3,REG,18,4,24,0.542373,2/3,6,17,15,7,2,28,0.457627,0/3,6,16,8
2023021001,Mullett Arena,2,20232024,3,REG,53,2,25,0.481481,1/3,34,30,15,30,5,28,0.518519,1/2,26,31,24
2023021002,T-Mobile Arena,2,20232024,3,REG,54,1,28,0.491803,0/1,8,28,11,23,3,35,0.508197,1/3,4,25,16
2023021003,Crypto.com Arena,2,20232024,4,OT,26,4,35,0.5,0/0,10,31,23,9,3,31,0.5,1/4,2,17,19
2023021004,SAP Center at San Jose,2,20232024,3,REG,28,2,25,0.453125,1/1,6,17,19,2,7,33,0.546875,1/2,4,6,15
2023021005,Mullett Arena,2,20232024,3,REG,53,4,24,0.520833,1/2,2,25,12,17,0,28,0.479167,0/1,4,45,11
2023021006,Ball Arena,2,20232024,4,OT,21,2,40,0.5,1/4,8,27,13,30,1,30,0.5,0/4,8,18,24
2023021007,Honda Center,2,20232024,3,REG,24,2,27,0.483333,1/4,10,25,14,25,6,36,0.516667,3/5,8,19,15
2023021008,Climate Pledge Arena,2,20232024,3,REG,55,0,17,0.5,0/1,0,20,6,52,3,32,0.5,0/0,2,24,19
2023021009,KeyBank Center,2,20232024,5,SO,7,3,27,0.204082,1/1,6,41,7,22,2,32,0.795918,0/3,2,14,11
2023021010,Nationwide Arena,2,20232024,3,REG,29,1,34,0.402985,0/2,6,23,12,18,2,49,0.597015,0/3,4,18,17
2023021011,Prudential Center,2,20232024,3,REG,1,2,25,0.474576,0/4,10,33,10,12,4,26,0.525424,1/3,12,23,13
2023021012,TD Garden,2,20232024,3,REG,6,5,23,0.552239,1/2,2,34,16,5,1,39,0.447761,0/1,4,30,8
2023021013,Amerant Bank Arena,2,20232024,3,REG,13,5,31,0.627451,0/1,12,40,10,20,1,35,0.372549,1/4,6,41,21
2023021014,Centre Bell,2,20232024,3,REG,8,2,31,0.528302,1/4,6,44,16,10,3,27,0.471698,0/2,10,23,13
2023021015,SAP Center at San Jose,2,20232024,3,REG,28,2,21,0.385965,2/4,6,12,19,9,1,32,0.614035,1/3,8,16,17
2023021016,Amalie Arena,2,20232024,3,REG,14,7,26,0.436364,3/4,21,16,20,4,0,25,0.563636,0/3,43,46,15
2023021017,Capital One Arena,2,20232024,3,REG,15,4,26,0.44,1/4,8,18,17,16,1,32,0.56,0/4,8,28,8
2023021018,Madison Square Garden,2,20232024,3,REG,3,4,39,0.520833,3/6,4,17,11,19,0,26,0.479167,0/2,12,32,16
2023021019,Rogers Arena,2,20232024,3,REG,23,5,37,0.561404,1/2,2,31,7,52,0,22,0.438596,0/1,4,29,9
2023021020,T-Mobile Arena,2,20232024,3,REG,54,5,36,0.375,0/2,8,27,18,17,3,26,0.625,1/3,6,30,27
2023021021,Crypto.com Arena,2,20232024,3,REG,26,1,25,0.55,0/4,12,23,16,25,4,35,0.45,1/5,10,16,7
2023021022,PPG Paints Arena,2,20232024,3,REG,5,0,41,0.571429,0/5,25,16,15,22,4,42,0.428571,0/4,17,4,17
2023021023,Xcel Energy Center,2,20232024,4,OT,30,4,33,0.454545,1/2,14,37,18,18,3,30,0.545455,1/2,14,29,13
2023021024,PNC Arena,2,20232024,3,REG,12,7,40,0.533333,0/1,11,21,14,20,2,20,0.466667,0/3,7,31,22
2023021025,United Center,2,20232024,3,REG,16,7,41,0.568966,2/5,9,27,12,53,4,36,0.431034,0/2,15,17,14
2023021026,Honda Center,2,20232024,3,REG,24,1,23,0.44898,0/2,12,17,15,2,6,19,0.55102,1/5,6,20,13
2023021027,TD Garden,2,20232024,3,REG,6,1,37,0.413043,0/3,6,23,8,19,5,22,0.586957,1/3,6,27,10
2023021028,Madison Square Garden,2,20232024,3,REG,3,3,26,0.682927,0/4,21,20,16,1,1,20,0.317073,0/4,18,21,16
2023021029,Canada Life Centre,2,20232024,3,REG,52,3,29,0.636364,0/1,4,31,14,15,0,23,0.363636,0/1,4,31,17
2023021030,Crypto.com Arena,2,20232024,3,REG,26,3,25,0.384615,0/3,10,29,16,2,0,26,0.615385,0/5,6,26,15
2023021031,KeyBank Center,2,20232024,3,REG,7,7,39,0.438596,0/4,8,22,9,17,3,24,0.561404,1/4,8,42,17
2023021032,PNC Arena,2,20232024,3,REG,12,0,28,0.519231,0/1,4,28,13,3,1,24,0.480769,0/2,2,23,23
2023021033,Centre Bell,2,20232024,3,REG,8,3,23,0.468085,1/3,10,23,32,29,0,41,0.531915,0/4,8,17,7
2023021034,Canadian Tire Centre,2,20232024,4,OT,9,2,39,0.541667,0/2,9,27,15,5,1,35,0.458333,0/1,11,22,15
2023021035,Wells Fargo Center,2,20232024,3,REG,4,3,41,0.666667,1/4,12,30,12,28,2,29,0.333333,2/5,10,25,11
2023021036,American Airlines Center,2,20232024,3,REG,25,3,30,0.548387,1/5,8,30,9,13,4,30,0.451613,3/4,10,44,13
2023021037,Xcel Energy Center,2,20232024,3,REG,30,4,31,0.622951,1/4,4,9,10,53,1,23,0.377049,0/2,8,15,15
2023021038,United Center,2,20232024,3,REG,16,7,31,0.653846,4/6,45,16,14,24,2,29,0.346154,0/2,43,13,21
2023021039,Scotiabank Saddledome,2,20232024,3,REG,20,2,27,0.367647,0/3,8,19,19,21,6,38,0.632353,1/4,6,24,15
2023021040,Climate Pledge Arena,2,20232024,4,OT,55,4,30,0.454545,0/2,6,25,23,54,5,34,0.545455,1/3,4,26,24
2023021041,Enterprise Center,2,20232024,3,REG,19,3,30,0.467742,0/2,4,22,20,26,1,41,0.532258,0/2,4,29,9
2023021042,Canada Life Centre,2,20232024,3,REG,52,2,29,0.521739,1/3,6,42,10,18,4,38,0.478261,0/3,6,28,9
2023021043,Rogers Place,2,20232024,3,REG,22,7,37,0.581818,3/4,8,19,11,15,2,25,0.418182,1/4,8,33,13
2023021044,Rogers Arena,2,20232024,4,OT,23,3,21,0.571429,0/3,13,31,22,21,4,34,0.428571,2/4,11,20,2
2023021045,KeyBank Center,2,20232024,3,REG,7,4,37,0.545455,1/4,13,23,9,2,0,21,0.454545,0/4,13,51,9
2023021046,PNC Arena,2,20232024,3,REG,12,4,35,0.566038,0/5,14,26,10,13,0,21,0.433962,0/3,18,41,10
2023021047,Nationwide Arena,2,20232024,5,SO,29,2,37,0.596491,1/3,6,14,23,9,3,37,0.403509,0/3,6,12,22
2023021048,Little Caesars Arena,2,20232024,3,REG,17,1,29,0.619048,1/4,6,20,18,53,4,27,0.380952,0/2,10,16,18
2023021049,Centre Bell,2,20232024,4,OT,8,1,19,0.5,0/3,8,17,19,6,2,24,0.5,0/4,6,20,18
2023021050,Wells Fargo Center,2,20232024,3,REG,4,2,28,0.442857,1/3,18,37,18,10,6,27,0.557143,0/4,16,28,12
2023021051,PPG Paints Arena,2,20232024,3,REG,5,6,31,0.571429,0/2,6,23,20,28,3,32,0.428571,0/2,6,27,20
2023021052,Amalie Arena,2,20232024,3,REG,14,6,28,0.517857,1/2,6,32,15,3,3,28,0.482143,0/2,6,27,21
2023021053,American Airlines Center,2,20232024,3,REG,25,2,37,0.571429,0/3,0,27,7,1,6,20,0.428571,0/0,6,22,23
2023021054,Xcel Energy Center,2,20232024,3,REG,30,2,31,0.545455,0/2,2,14,16,24,0,16,0.454545,0/1,4,16,14
2023021055,Scotiabank Saddledome,2,20232024,3,REG,20,4,37,0.492754,0/2,6,19,30,54,1,29,0.507246,0/3,4,20,19
2023021056,Climate Pledge Arena,2,20232024,3,REG,55,1,24,0.56,1/3,8,18,15,15,2,23,0.44,1/4,6,28,16
2023021057,Canada Life Centre,2,20232024,3,REG,52,6,38,0.74,3/3,20,24,9,24,0,21,0.26,0/3,20,20,16
2023021058,United Center,2,20232024,3,REG,16,0,28,0.474576,0/4,6,26,15,26,5,37,0.525424,1/3,8,9,19
2023021059,Little Caesars Arena,2,20232024,3,REG,17,4,26,0.537037,0/2,4,30,13,7,1,26,0.462963,1/2,4,31,13
2023021060,UBS Arena,2,20232024,4,OT,2,3,33,0.459016,1/3,6,25,18,9,4,30,0.540984,2/3,6,18,22
2023021061,PPG Paints Arena,2,20232024,3,REG,5,4,37,0.576923,1/3,6,22,10,3,7,28,0.423077,2/3,6,18,19
2023021062,Mullett Arena,2,20232024,3,REG,53,4,32,0.428571,1/2,9,12,22,1,1,38,0.571429,0/2,9,25,15
2023021063,Amerant Bank Arena,2,20232024,3,REG,13,3,50,0.457143,1/7,29,25,10,14,5,16,0.542857,1/7,28,15,16
2023021064,TD Garden,2,20232024,3,REG,6,6,30,0.5,1/2,10,29,22,4,5,29,0.5,0/3,8,35,16
2023021065,Nationwide Arena,2,20232024,3,REG,29,4,20,0.548387,0/1,6,21,19,28,2,41,0.451613,0/3,4,14,18
2023021066,Scotiabank Saddledome,2,20232024,3,REG,20,5,28,0.333333,2/3,8,20,20,8,2,38,0.666667,0/3,8,18,17
2023021067,Scotiabank Arena,2,20232024,5,SO,10,4,40,0.515625,0/4,10,37,16,12,5,40,0.484375,2/5,8,25,15
2023021068,American Airlines Center,2,20232024,3,REG,25,4,29,0.484375,1/2,2,18,18,26,1,28,0.515625,0/1,4,42,12
2023021069,Enterprise Center,2,20232024,5,SO,19,3,37,0.631579,1/2,9,22,31,30,2,24,0.368421,0/0,13,14,17
2023021070,Rogers Place,2,20232024,4,OT,22,2,34,0.633333,0/1,7,39,26,21,3,43,0.366667,0/1,7,30,18
2023021071,Climate Pledge Arena,2,20232024,3,REG,55,1,24,0.471698,1/2,6,33,13,18,4,30,0.528302,1/3,4,26,17
2023021072,Rogers Arena,2,20232024,3,REG,23,1,22,0.653061,0/1,2,33,9,15,2,24,0.346939,0/1,2,16,20
2023021073,Madison Square Garden,2,20232024,3,REG,3,5,31,0.56,0/1,6,21,12,2,2,27,0.44,0/3,2,26,21
2023021074,T-Mobile Arena,2,20232024,3,REG,54,3,37,0.480769,0/2,4,25,21,1,1,21,0.519231,0/2,4,12,12
2023021075,Nationwide Arena,2,20232024,3,REG,29,1,31,0.542373,0/2,4,14,11,52,6,27,0.457627,0/1,6,8,22
2023021076,United Center,2,20232024,3,REG,16,5,31,0.543478,0/2,2,29,18,28,2,27,0.456522,0/0,6,15,12
2023021077,Canadian Tire Centre,2,20232024,3,REG,9,2,32,0.509804,0/2,6,23,15,12,7,38,0.490196,1/3,4,18,10
2023021078,PPG Paints Arena,2,20232024,3,REG,5,6,38,0.491228,1/4,4,18,18,17,3,28,0.508772,1/2,8,20,16
2023021079,Enterprise Center,2,20232024,3,REG,19,4,27,0.666667,3/6,4,18,14,24,2,28,0.333333,0/2,12,20,16
2023021080,Scotiabank Saddledome,2,20232024,3,REG,20,2,36,0.521739,0/3,6,15,25,15,5,33,0.478261,2/3,6,10,23
2023021081,Climate Pledge Arena,2,20232024,3,REG,55,2,34,0.392157,1/5,4,38,10,7,6,30,0.607843,0/2,10,28,22
2023021082,TD Garden,2,20232024,3,REG,6,6,26,0.672414,2/2,10,29,16,9,2,31,0.327586,1/4,16,30,15
2023021083,Little Caesars Arena,2,20232024,4,OT,17,4,26,0.555556,1/3,4,16,16,29,3,35,0.444444,1/2,16,17,17
2023021084,Prudential Center,2,20232024,3,REG,1,5,38,0.491525,2/3,4,11,18,5,2,38,0.508475,0/2,6,13,17
2023021085,Madison Square Garden,2,20232024,3,REG,3,2,41,0.5,1/2,6,22,14,52,4,27,0.5,1/3,4,17,17
2023021086,Wells Fargo Center,2,20232024,3,REG,4,4,30,0.384615,0/2,11,34,36,10,3,30,0.615385,1/3,9,28,9
2023021087,UBS Arena,2,20232024,3,REG,2,1,31,0.404762,0/1,7,20,15,12,4,34,0.595238,1/1,7,15,13
2023021088,Bridgestone Arena,2,20232024,3,REG,18,8,40,0.666667,0/2,2,17,21,28,2,20,0.333333,0/1,4,28,12
2023021089,Enterprise Center,2,20232024,3,REG,19,3,33,0.525424,0/3,6,28,14,21,4,35,0.474576,1/3,6,16,13
2023021090,Rogers Place,2,20232024,4,OT,22,3,32,0.411765,1/5,11,28,20,8,2,25,0.588235,0/3,15,26,21
2023021091,Honda Center,2,20232024,3,REG,24,0,27,0.333333,0/3,10,17,16,30,4,32,0.666667,1/5,6,16,10
2023021092,Crypto.com Arena,2,20232024,3,REG,26,6,24,0.592593,1/1,8,16,21,16,2,24,0.407407,1/4,2,22,9
2023021093,Rogers Arena,2,20232024,3,REG,23,3,34,0.592593,1/5,10,34,23,7,2,17,0.407407,0/4,12,18,14
2023021094,T-Mobile Arena,2,20232024,3,REG,54,3,27,0.477273,0/3,8,36,10,14,5,21,0.522727,1/4,6,27,16
2023021095,Capital One Arena,2,20232024,3,REG,15,3,21,0.482143,1/1,10,37,18,10,7,29,0.517857,1/5,2,34,20
2023021096,American Airlines Center,2,20232024,3,REG,25,5,33,0.568627,0/2,2,21,9,53,2,25,0.431373,0/1,14,39,14
2023021097,Crypto.com Arena,2,20232024,3,REG,26,6,27,0.433962,2/4,75,17,14,30,0,31,0.566038,0/2,79,19,13
2023021098,TD Garden,2,20232024,3,REG,6,2,26,0.48,0/3,2,40,19,3,5,31,0.52,0/1,6,44,8
2023021099,PNC Arena,2,20232024,4,OT,12,3,33,0.440678,0/2,6,16,16,4,2,32,0.559322,0/3,4,19,27
2023021100,Little Caesars Arena,2,20232024,3,REG,17,6,24,0.424242,0/2,8,27,22,2,3,36,0.575758,1/4,4,17,11
2023021101,Amerant Bank Arena,2,20232024,3,REG,13,0,33,0.473684,0/2,16,34,16,18,3,37,0.526316,1/3,14,30,16
2023021102,Prudential Center,2,20232024,3,REG,1,4,41,0.639344,3/4,8,11,19,52,1,19,0.360656,0/4,8,10,11
2023021103,Canadian Tire Centre,2,20232024,3,REG,9,2,39,0.529412,1/3,4,22,8,19,5,27,0.470588,0/2,6,22,16
2023021104,Rogers Place,2,20232024,3,REG,22,8,39,0.596491,1/2,6,32,17,7,3,29,0.403509,0/3,4,28,20
2023021105,Honda Center,2,20232024,3,REG,24,4,25,0.583333,1/5,14,20,11,16,0,29,0.416667,0/1,22,29,14
2023021106,Rogers Arena,2,20232024,3,REG,23,4,25,0.46,0/3,8,42,12,8,1,17,0.54,0/3,10,25,18
2023021107,T-Mobile Arena,2,20232024,3,REG,54,3,37,0.607843,1/5,6,36,23,55,1,22,0.392157,1/3,10,31,16
2023021108,SAP Center at San Jose,2,20232024,3,REG,28,1,22,0.479167,0/3,8,21,12,14,4,21,0.520833,1/3,8,17,18
2023021109,Capital One Arena,2,20232024,5,SO,15,7,25,0.56,3/6,6,30,17,12,6,31,0.44,1/2,12,16,22
2023021110,American Airlines Center,2,20232024,3,REG,25,4,23,0.372881,1/2,4,19,18,5,2,22,0.627119,0/2,4,26,14
2023021111,Ball Arena,2,20232024,3,REG,21,6,50,0.5625,1/3,5,26,11,29,1,24,0.4375,0/0,11,20,24
2023021112,Mullett Arena,2,20232024,4,OT,53,2,26,0.481481,0/2,11,30,20,55,1,28,0.518519,0/3,9,20,8
2023021113,UBS Arena,2,20232024,3,REG,2,6,39,0.59322,0/1,7,25,17,52,3,35,0.40678,0/1,7,27,15
2023021114,Wells Fargo Center,2,20232024,3,REG,4,3,29,0.471698,1/3,4,39,18,6,2,20,0.528302,0/2,6,39,8
2023021115,Xcel Energy Center,2,20232024,4,OT,30,4,34,0.453125,0/1,4,15,10,19,5,27,0.546875,0/1,4,17,12
2023021116,Bridgestone Arena,2,20232024,3,REG,18,1,32,0.481481,0/1,13,25,13,17,0,22,0.518519,0/3,9,5,14
2023021117,Prudential Center,2,20232024,3,REG,1,2,20,0.555556,0/4,15,10,10,9,5,25,0.444444,0/5,13,8,11
2023021118,Scotiabank Arena,2,20232024,3,REG,10,6,29,0.473684,1/3,17,33,28,22,3,39,0.526316,2/5,23,31,11
2023021119,Madison Square Garden,2,20232024,5,SO,3,4,37,0.472727,1/3,4,28,11,13,3,30,0.527273,0/2,6,24,19
2023021120,Rogers Arena,2,20232024,3,REG,23,4,26,0.592593,1/3,4,29,21,20,2,24,0.407407,0/2,6,23,10
2023021121,Crypto.com Arena,2,20232024,4,OT,26,4,23,0.431373,0/3,6,19,25,14,3,24,0.568627,2/3,6,24,17
2023021122,SAP Center at San Jose,2,20232024,4,OT,28,4,30,0.54386,2/4,9,16,12,16,5,31,0.45614,0/2,13,25,19
2023021123,T-Mobile Arena,2,20232024,3,REG,54,4,47,0.48,1/2,2,17,13,29,2,22,0.52,0/1,4,36,22
2023021124,Capital One Arena,2,20232024,3,REG,15,3,19,0.527273,1/3,4,29,15,52,0,27,0.472727,0/2,6,20,15
2023021125,Ball Arena,2,20232024,4,OT,21,5,30,0.438596,0/2,4,15,16,5,4,34,0.561404,0/2,4,21,16
2023021126,UBS Arena,2,20232024,3,REG,2,0,36,0.438596,0/5,28,22,24,1,4,30,0.561404,1/4,29,14,15
2023021127,PNC Arena,2,20232024,3,REG,12,2,43,0.564516,1/3,8,6,13,10,1,33,0.435484,0/4,6,14,16
2023021128,Canadian Tire Centre,2,20232024,3,REG,9,5,16,0.462963,3/4,6,26,12,22,3,36,0.537037,2/3,8,18,9
2023021129,Wells Fargo Center,2,20232024,3,REG,4,1,33,0.479167,1/5,6,32,8,13,4,15,0.520833,1/2,12,39,26
2023021130,Mullett Arena,2,20232024,3,REG,53,2,28,0.409836,0/4,8,35,21,25,4,35,0.590164,0/4,10,16,12
2023021131,Honda Center,2,20232024,4,OT,24,2,32,0.45283,0/4,6,21,17,14,3,27,0.54717,0/3,8,34,14
2023021132,Scotiabank Saddledome,2,20232024,3,REG,20,1,33,0.627451,1/2,2,15,16,7,4,29,0.372549,0/1,4,15,22
2023021133,Climate Pledge Arena,2,20232024,3,REG,55,1,37,0.472727,0/4,4,25,13,8,5,17,0.527273,0/2,8,17,19
2023021134,Enterprise Center,2,20232024,4,OT,19,1,32,0.555556,0/2,9,27,18,54,2,34,0.444444,0/2,9,22,14
2023021135,Rogers Arena,2,20232024,3,REG,23,2,23,0.5,0/2,4,47,6,26,3,19,0.5,0/2,4,25,13
2023021136,Amerant Bank Arena,2,20232024,3,REG,13,3,21,0.490196,0/3,19,40,9,6,4,21,0.509804,1/4,17,51,19
2023021137,Madison Square Garden,2,20232024,4,OT,3,6,27,0.546875,1/1,6,23,17,4,5,42,0.453125,1/3,2,16,13
2023021138,PPG Paints Arena,2,20232024,3,REG,5,4,22,0.527027,0/2,9,18,19,12,1,39,0.472973,0/2,9,15,10
2023021139,Scotiabank Arena,2,20232024,3,REG,10,3,45,0.510638,0/2,4,47,7,1,6,25,0.489362,0/2,4,28,15
2023021140,Capital One Arena,2,20232024,4,OT,15,4,30,0.378788,0/2,4,23,19,17,3,33,0.621212,1/2,4,26,15
2023021141,Bridgestone Arena,2,20232024,4,OT,18,5,35,0.471698,1/2,4,49,20,54,4,35,0.528302,0/2,4,21,17
2023021142,Canada Life Centre,2,20232024,4,OT,52,3,25,0.491525,0/5,18,28,12,22,4,42,0.508475,1/4,20,38,10
2023021143,United Center,2,20232024,3,REG,16,3,27,0.382979,1/2,4,19,19,20,1,39,0.617021,0/2,4,19,9
2023021144,Ball Arena,2,20232024,3,REG,21,1,28,0.45614,0/3,6,13,12,8,2,27,0.54386,0/3,6,18,20
2023021145,Mullett Arena,2,20232024,3,REG,53,6,35,0.351852,1/2,23,22,12,29,2,27,0.648148,2/4,19,27,15
2023021146,Climate Pledge Arena,2,20232024,3,REG,55,4,36,0.627451,2/5,2,22,11,24,0,12,0.372549,0/1,10,21,25
2023021147,SAP Center at San Jose,2,20232024,3,REG,28,3,20,0.461538,1/3,13,18,17,25,6,41,0.538462,1/4,11,7,15
2023020001,Amalie Arena,2,20232024,3,REG,14,5,34,0.566667,2/5,8,22,17,18,3,31,0.433333,1/4,10,23,10
2023020002,PPG Paints Arena,2,20232024,3,REG,5,2,41,0.677966,0/2,8,23,19,16,4,36,0.322034,0/4,4,13,16
2023020003,T-Mobile Arena,2,20232024,3,REG,54,4,28,0.591837,0/4,11,29,21,55,1,33,0.408163,0/4,8,21,18
2023020004,PNC Arena,2,20232024,3,REG,12,5,42,0.522388,1/6,10,25,9,9,3,30,0.477612,0/4,14,24,16
2023020005,Scotiabank Arena,2,20232024,5,SO,10,6,42,0.481481,2/4,15,29,13,8,5,24,0.518519,1/4,25,43,15
2023020006,TD Garden,2,20232024,3,REG,6,3,33,0.62963,0/3,13,25,9,16,1,21,0.37037,0/3,23,24,24
2023020007,Scotiabank Saddledome,2,20232024,3,REG,20,5,22,0.61039,1/3,8,19,25,52,3,37,0.38961,0/4,6,26,14
2023020008,Crypto.com Arena,2,20232024,3,REG,26,2,36,0.515625,0/5,15,20,13,21,5,37,0.484375,1/3,19,25,23
2023020009,Rogers Arena,2,20232024,3,REG,23,8,32,0.460317,3/6,13,25,13,22,1,27,0.539683,1/4,17,26,10
2023020010,KeyBank Center,2,20232024,3,REG,7,1,25,0.366667,0/3,10,29,14,3,5,31,0.633333,1/4,8,18,23
2023020011,Nationwide Arena,2,20232024,3,REG,29,2,33,0.537037,0/4,8,22,24,4,4,37,0.462963,0/3,10,18,17
2023020012,Prudential Center,2,20232024,3,REG,1,4,27,0.423729,1/6,8,33,11,17,3,35,0.576271,2/4,12,25,14
2023020013,American Airlines Center,2,20232024,5,SO,25,2,34,0.525424,0/4,6,18,15,19,1,24,0.474576,0/3,8,26,18
2023020014,Xcel Energy Center,2,20232024,3,REG,30,2,21,0.403226,1/4,10,17,26,13,0,41,0.596774,0/3,12,11,11
2023020015,Bridgestone Arena,2,20232024,3,REG,18,3,35,0.5625,0/3,6,33,21,55,0,23,0.4375,0/2,8,22,19
2023020016,SAP Center at San Jose,2,20232024,3,REG,28,1,23,0.553571,0/2,7,25,17,54,4,32,0.446429,0/1,9,16,10
2023020017,Prudential Center,2,20232024,5,SO,1,3,36,0.491803,2/5,16,23,13,53,4,33,0.508197,2/7,12,22,16
2023020018,Capital One Arena,2,20232024,3,REG,15,0,19,0.447761,0/3,13,20,18,5,4,35,0.552239,2/3,13,19,22
2023020019,Canadian Tire Centre,2,20232024,3,REG,9,5,31,0.616667,3/5,21,21,18,4,2,21,0.383333,1/6,19,23,8
